"116","Vloeren in de nieuwe was laag zetten","De vloer eerst strippen en daarna neutraliseren en laten drogen","121","vloeren-in-de-nieuwe-was-laag-zetten-1689439609","1","2023-07-15 20:46:49","2023-07-15 20:46:49",\N
"117","Glass Door Cleaning","Glass Door Cleaning Daily","69","window-glass-cleaning-1689589496","1","2023-07-17 14:24:56","2023-10-03 16:21:36",\N
"118","Glass Cleaning with Micro Fiber Cloth","Window Glass Cleaning Daily","122","glass-cleaning-with-micro-fiber-cloth-1689589588","1","2023-07-17 14:26:28","2023-07-17 14:26:28",\N
"119","Glass Cleaning with Micro Fiber Cloth","Window Glass Cleaning Daily","123","glass-cleaning-with-micro-fiber-cloth-1689850022","1","2023-07-20 15:47:02","2023-07-20 15:47:02",\N
"120","Floor Polish With Shiner Foam","Floor Polish With Shiner Foam","124","floor-polish-with-shiner-foam-1689850048","1","2023-07-20 15:47:28","2023-07-20 15:47:28",\N
"121","Apply Polish on Wooden Table","Apply Polish on Wooden Table","125","apply-polish-on-wooden-table-1689850095","1","2023-07-20 15:48:15","2023-07-20 15:48:15",\N
"122","Floor Cleaning with Broom & Wet Cloth","Floor Cleaning with Broom & Wet Cloth","126","floor-cleaning-with-broom-wet-cloath-1689947619","1","2023-07-21 18:53:39","2023-07-21 18:53:52",\N
"123","Clean with Microfiber Cloth","Cleaning","127","clean-with-microfiber-cloth-1690799777","1","2023-07-31 15:36:17","2023-07-31 15:36:17",\N
"124","Clean Chair with Microfiber Cloth","Chair Cleaning","128","clean-chair-with-microfiber-cloth-1690799805","1","2023-07-31 15:36:45","2023-07-31 15:36:45",\N
"125","Glass Table Cleaning with Microfiber Gloves","Cleaning with Microfiber Gloves","130","glass-table-cleaning-with-microfiber-gloves-1690799840","1","2023-07-31 15:37:20","2023-07-31 15:37:20",\N
"126","ریسیپشن ڈیسک پر موجود ہر آئٹم کو اچھی طرح سے صاف کیا جائے۔ فرش کو صاف کرنا، ہر چیز کو اچھی طرح سے صاف کرنا","ریسیپشن ڈیسک پر موجود ہر آئٹم کو اچھی طرح سے صاف کیا جائے۔ فرش کو صاف کرنا، ہر چیز کو اچھی طرح سے صاف کرنا","133","floor-cleaning-1691561590","1","2023-08-09 11:13:10","2023-08-21 21:13:23",\N
"127","floor cleaning","Clean the Floor with Surface cleaner and dry it properly.","131","floor-cleaning-1692259904","1","2023-08-17 13:11:44","2023-08-17 13:11:44",\N
"128","Led Cleaning","Clean the LEDs from front and back properly. clean the screen with a cleaner and soft fabric","132","led-cleaning-1692260829","1","2023-08-17 13:27:09","2023-08-17 13:27:09",\N
"129","Chair Cleaning","Clean the Chairs Properly","135","chair-cleaning-1692264487","1","2023-08-17 14:28:07","2023-08-17 14:28:07",\N
"130","Door Cleaning","Clean the Door Properly","139","door-cleaning-1692266566","1","2023-08-17 15:02:46","2023-08-17 15:02:46",\N
"131","Printing Machine cleaning","Clean the machines properly","143","printing-machine-cleaning-1692266643","1","2023-08-17 15:04:03","2023-08-17 15:04:03",\N
"132","Cabinets cleaning","Clean the cabinets properly","141","cabinets-cleaning-1692266726","1","2023-08-17 15:05:26","2023-08-17 15:05:26",\N
"133","AC cleaning","Clean the ac from inside and also clean it's filter","140","ac-cleaning-1692266792","1","2023-08-17 15:06:32","2023-08-17 15:06:32",\N
"134","باورچی خانے کے شیلف کو مناسب طریقے سے صاف کیا جائے۔ گندے برتنوں کو دھویا جائے اور مناسب طریقے سے رکھا جائے۔ تمام گندے کو مناسب طریقے سے کچرے کے تھیلے میں پھینک دیا جائے۔","باورچی خانے کے شیلف کو مناسب طریقے سے صاف کیا جائے۔ گندے برتنوں کو دھویا جائے اور مناسب طریقے سے رکھا جائے۔ تمام گندے کو مناسب طریقے سے کچرے کے تھیلے میں پھینک دیا جائے۔","142","kitchen-shelf-cleaning-1692266852","1","2023-08-17 15:07:32","2023-08-21 21:58:36",\N
"135","دفتر کے کمرے کے فرش کی صفائی کی جائے گی، میزوں اور کرسیوں کی صفائی کی جائے گی، دروازوں کی صفائی کی جائے گی، چھت کو ہائی ڈسٹنگ کیا جائے گا۔","دفتر کے کمرے کے فرش کی صفائی کی جائے گی، میزوں اور کرسیوں کی صفائی کی جائے گی، دروازوں کی صفائی کی جائے گی، چھت کو ہائی ڈسٹنگ کیا جائے گا۔","145","office-room-floor-to-be-cleaned-tables-and-chairs-dusting-to-be-done-doors-to-be-cleaned-ceiling-hi-dusting-to-be-done-1692618323","1","2023-08-21 16:45:23","2023-08-21 21:14:55",\N
"136","میٹنگ روم کی ہر چیز کو صاف کرنا ضروری ہے۔ فرش، کرسیاں، میز، دروازے اور دروازے کے ہینڈل، شیشے، چھت اور سب کچھ","میٹنگ روم کی ہر چیز کو صاف کرنا ضروری ہے۔ فرش، کرسیاں، میز، دروازے اور دروازے کے ہینڈل، شیشے، چھت اور سب کچھ","146","ming-rom-ki-r-chiz-ko-saf-krna-drori-frsh-krsia-miz-droaz-aor-droaz-k-inl-shish-cht-aor-sb-kch-1692635263","1","2023-08-21 21:27:43","2023-08-21 21:27:43",\N
"137","واش رومز کو صاف اور بدبو سے پاک ہونا چاہیے۔ ٹوائلٹ کموڈ کو کلینر سے صاف کیا جائے۔ ٹوائلٹ فلور کلینر فرش کی صفائی کے لیے استعمال کیا جائے گا۔ ٹشوز اور ہینڈ واش کو دوبارہ بھرنا ہے۔","واش رومز کو صاف اور بدبو سے پاک ہونا چاہیے۔ ٹوائلٹ کموڈ کو کلینر سے صاف کیا جائے۔ ٹوائلٹ فلور کلینر فرش کی صفائی کے لیے استعمال کیا جائے گا۔ ٹشوز اور ہینڈ واش کو دوبارہ بھرنا ہے۔","148","oash-romz-ko-saf-aor-bdbo-s-pak-ona-chai-oael-kmo-ko-klinr-s-saf-kia-jae-oael-flor-klinr-frsh-ki-sfaei-k-li-astaamal-kia-jae-ga-shoz-aor-in-oash-ko-dobar-brna-1692636475","1","2023-08-21 21:47:55","2023-08-21 21:47:55",\N
"138","آؤٹ ڈور پارکنگ ایریا کو جھاڑو کے ذریعے صاف کیا جائے۔ اگر ضروری ہو تو وائپر اور پریشر واٹر استعمال کیا جا سکتا ہے۔","آؤٹ ڈور پارکنگ ایریا کو جھاڑو کے ذریعے صاف کیا جائے۔ اگر ضروری ہو تو وائپر اور پریشر واٹر استعمال کیا جا سکتا ہے۔","147","aaoe-or-parkng-airia-ko-jao-k-thriaa-saf-kia-jae-agr-drori-o-to-oaepr-aor-prishr-oar-astaamal-kia-ja-skta-1692636813","1","2023-08-21 21:53:33","2023-08-21 21:53:33",\N
"139","لفٹ کوریڈور کی صفائی کی جائے گی۔ کینٹکی موپ سے فرش کو صاف کرنا ضروری ہے۔ شیشے اور سیڑھیاں بھی صاف کریں۔ کوڑا کرکٹ کو ڈبوں سے ہٹایا جائے اور ریفل لائننگ رکھی جائے۔","لفٹ کوریڈور کی صفائی کی جائے گی۔ کینٹکی موپ سے فرش کو صاف کرنا ضروری ہے۔ شیشے اور سیڑھیاں بھی صاف کریں۔ کوڑا کرکٹ کو ڈبوں سے ہٹایا جائے اور ریفل لائننگ رکھی جائے۔","149","lf-korior-ki-sfaei-ki-jae-gi-kinki-mop-s-frsh-ko-saf-krna-drori-shish-aor-siia-bi-saf-kri-koa-krk-ko-bo-s-aia-jae-aor-rifl-laenng-rki-jae-1692637525","1","2023-08-21 22:05:25","2023-08-21 22:05:25",\N
"140","مریض کے کمرے کو صاف کیا جائے۔ گندگی کو ہٹانا ہے۔ کچرے کی ٹوکری کو صاف کیا جائے۔ فرش موپنگ کرنا ہے۔ واش روم کو صاف کیا جائے۔ دھول کی مکمل صفائی کی جائے گی۔","مریض کے کمرے کو صاف کیا جائے۔ گندگی کو ہٹانا ہے۔ کچرے کی ٹوکری کو صاف کیا جائے۔ فرش موپنگ کرنا ہے۔ واش روم کو صاف کیا جائے۔ دھول کی مکمل صفائی کی جائے گی۔","150","mrid-k-kmr-ko-saf-kia-jae-gndgi-ko-ana-kchr-ki-okri-ko-saf-kia-jae-frsh-mopng-krna-oash-rom-ko-saf-kia-jae-dol-ki-mkml-sfaei-ki-jae-gi-1694250937","1","2023-09-09 14:15:37","2023-09-09 14:15:37",\N
"141","کمرے کو اچھی طرح صاف کریں۔ کپڑے کے ساتھ دھول کو ہٹا دیں. فرش صاف کریں. واش رومز صاف کریں۔ چھت صاف کریں۔ کچرے کی ٹوکری کو صاف کیا جائے۔","کمرے کو اچھی طرح صاف کریں۔ کپڑے کے ساتھ دھول کو ہٹا دیں. فرش صاف کریں. واش رومز صاف کریں۔ چھت صاف کریں۔ کچرے کی ٹوکری کو صاف کیا جائے۔","151","kmr-ko-achi-trh-saf-kri-kp-k-sat-dol-ko-a-di-frsh-saf-kri-oash-romz-saf-kri-cht-saf-kri-kchr-ki-okri-ko-saf-kia-jae-1694256470","1","2023-09-09 15:47:50","2023-09-09 15:49:05",\N
"142","ہاؤس کیپنگ ٹرالی کو صاف کیا جائے۔ تمام اشیاء کو مناسب طریقے سے رکھا جانا چاہئے. ٹرالی کے حوالے کرنا اور ٹیک اوور کرنا شفٹ کے شروع میں ہونا چاہیے","ہاؤس کیپنگ ٹرالی کو صاف کیا جائے۔ تمام اشیاء کو مناسب طریقے سے رکھا جانا چاہئے. ٹرالی کے حوالے کرنا اور ٹیک اوور کرنا شفٹ کے شروع میں ہونا چاہیے۔","157","aoes-kipng-rali-ko-saf-kia-jae-tmam-ashia-ko-mnasb-trik-s-rka-jana-chae-rali-k-hoal-krna-1694256781","1","2023-09-09 15:53:01","2023-09-09 15:54:36",\N
"143","Washroom to be cleaned. Dirty to be removed. Flush Basin and Toilet Bowl to be cleared and cleaned. Floor / mirrors / Taps / door and every item must be cleaned","واش روم کو صاف کیا جائے۔ گندا ہٹانا ہے۔ فلش بیسن اور ٹوائلٹ باؤل کو صاف کیا جائے۔ فرش / آئینے / نلکوں / دروازے اور ہر چیز کو صاف کرنا ضروری ہے","153","washroom-to-be-cleaned-dirty-to-be-removed-flush-basin-and-toilet-bowl-to-be-cleared-and-cleaned-floor-mirrors-taps-door-and-every-item-must-be-cleaned-1694257267","1","2023-09-09 16:01:07","2023-09-16 12:21:09",\N
"144","Floor mopping to be done. scrubber machine and steam machine to be used in case required","Floor mopping to be done. scrubber machine and steam machine to be used in case required","79","123-1694257303","1","2023-09-09 16:01:43","2023-09-09 16:03:10",\N
"145","اگر ضرورت ہو تو فرش کو مشین سے صاف کیا جائے۔ روزانہ موپنگ کی جائے۔ ابتدائی طور پر کینٹکی موپ صبح کے وقت لگائیں اور بعد میں کچھ وقفوں کے ساتھ سارا دن خشک موپ استعمال کریں۔","اگر ضرورت ہو تو فرش کو مشین سے صاف کیا جائے۔ روزانہ موپنگ کی جائے۔ ابتدائی طور پر کینٹکی موپ صبح کے وقت لگائیں اور بعد میں کچھ وقفوں کے ساتھ سارا دن خشک موپ استعمال کریں۔","158","agr-drort-o-to-frsh-ko-mshin-s-saf-kia-jae-rozan-mopng-ki-jae-abtdaei-tor-pr-kinki-mop-sbh-k-okt-lgaei-aor-baad-mi-kch-okfo-k-sat-sara-dn-khshk-mop-astaamal-kri-1694626986","1","2023-09-13 22:43:06","2023-09-13 22:43:06",\N
"146","Hi Dusting to be done daily basis with telescopic rod and use Stick Duster of ECU tools as per requirement","Hi Dusting to be done daily basis with telescopic rod and use Stick Duster of ECU tools as per requirement","159","hi-dusting-to-be-done-daily-basis-with-telescopic-rod-and-use-stick-duster-of-ecu-tools-as-per-requirement-1694627487","1","2023-09-13 22:51:27","2023-09-13 22:51:27",\N
"147","Use Microfiber Cloth for Cleaning Glass. Glass Doors to be cleaned after every 20-30 minutes","Use Microfiber Cloth for Cleaning Glass. Glass Doors to be cleaned after every 20-30 minutes","160","use-microfiber-cloth-for-cleaning-glass-glass-doors-to-be-cleaned-after-every-20-30-minutes-1694627600","1","2023-09-13 22:53:20","2023-09-13 22:53:20",\N
"148","All Tables and Chairs to be properly cleaned in morning prior to office hours. Dusting to be done with Microfiber Cloth","All Tables and Chairs to be properly cleaned in morning prior to office hours. Dusting to be done with Microfiber Cloth","161","all-tables-and-chairs-to-be-properly-cleaned-in-morning-prior-to-office-hours-dusting-to-be-done-with-microfiber-cloth-1694627793","1","2023-09-13 22:56:33","2023-09-13 22:56:33",\N
"149","Sofa and Sitting places to be cleaned properly. Use Microfiber Cloth for best results","Sofa and Sitting places to be cleaned properly. Use Microfiber Cloth for best results","162","sofa-and-sitting-places-to-be-cleaned-properly-use-microfiber-cloth-for-best-results-1694628031","1","2023-09-13 23:00:31","2023-09-13 23:00:31",\N
"150","All Doors to be cleaned. Knobs to be Cleaned. Side pannels also need to be cleaned","All Doors to be cleaned. Knobs to be Cleaned. Side pannels also need to be cleaned","163","all-doors-to-be-cleaned-knobs-to-be-cleaned-side-pannels-also-need-to-be-cleaned-1694628095","1","2023-09-13 23:01:35","2023-09-13 23:01:35",\N
"151","Cleaning Trolley need to be prepared as soon as shift starts. Every item to be properly placed in specified places","Cleaning Trolley need to be prepared as soon as shift starts. Every item to be properly placed in specified places","164","cleaning-trolley-need-to-be-prepared-as-soon-as-shift-starts-every-item-to-be-properly-placed-in-specified-places-1694628200","1","2023-09-13 23:03:20","2023-09-13 23:03:20",\N
"152","All dirty to be removed at the start of the shift. New liners to be placed in every dustbin. Regular check also need to be done","All dirty to be removed at the start of the shift. New liners to be placed in every dustbin. Regular check also need to be done","165","all-dirty-to-be-removed-at-the-start-of-the-shift-new-liners-to-be-placed-in-every-dustbin-regular-check-also-need-to-be-done-1694628304","1","2023-09-13 23:05:04","2023-09-13 23:05:04",\N
"153","Use toilet bowl cleaner for bowl cleaning. Use Floor Cleaner for Floor Cleaning. Use Surface Cleaner with Cloth to Clean Shelfs. Use Microfiber Cloth for Mirror Cleaning","Use toilet bowl cleaner for bowl cleaning. Use Floor Cleaner for Floor Cleaning. Use Surface Cleaner with Cloth to Clean Shelfs. Use Microfiber Cloth for Mirror Cleaning","166","use-toilet-bowl-cleaner-for-bowl-cleaning-use-floor-cleaner-for-floor-cleaning-use-surface-cleaner-with-cloth-to-clean-shelfs-use-microfiber-cloth-for-mirror-cleaning-1694628826","1","2023-09-13 23:13:46","2023-09-13 23:13:46",\N
"154","Hi Dusting to be done on daily basis","ہائے ڈسٹنگ روزانہ کی بنیاد پر کی جائے۔","152","hi-dusting-to-be-done-on-daily-basis-1694848759","1","2023-09-16 12:19:19","2023-09-16 12:21:35",\N
"155","گندے مئیٹس کو سپروائزر کے حوالے کیا جائے۔ کلین مئیٹس ریفلز سپروائزر سے جاری کیے جائیں گے۔","گندے مئیٹس کو سپروائزر کے حوالے کیا جائے۔ کلین مئیٹس ریفلز سپروائزر سے جاری کیے جائیں گے۔","154","gnd-mats-ko-sproaezr-k-hoal-kia-jae-ga-klin-mats-ri-flz-sproaezr-s-jari-ki-jaei-g-1694849130","1","2023-09-16 12:25:30","2023-09-16 12:30:47",\N
"156","فرش کو مسلسل موپ کے ذریعے صاف کیا جانا چاہیے۔ مشین واش روزانہ کی بنیاد پر کیا جائے. دھول تمام اشیاء سے ہٹا دیا جائے","فرش کو مسلسل موپ کے ذریعے صاف کیا جانا چاہیے۔ مشین واش روزانہ کی بنیاد پر کیا جائے. دھول تمام اشیاء سے ہٹا دیا جائے","167","frsh-ko-mslsl-mop-k-thriaa-saf-kia-jana-chai-mshin-oash-rozan-ki-bniad-pr-kia-jae-dol-tmam-ashia-s-a-dia-jae-1694849704","1","2023-09-16 12:35:04","2023-09-16 12:35:04",\N
"157","Glass Cleaning","شیشے کو ٹیلیسکوپک ہینڈل کے ذریعے صاف کیا جائے گا۔","155","glass-cleaning-1694854555","1","2023-09-16 13:55:55","2023-09-16 13:55:55",\N
"158","peter","vloer geheel opnieuw doen","121","peter-1695022449","1","2023-09-18 12:34:09","2023-09-18 12:34:09",\N
"159","Floor and Skirting","فرش اور اسکرٹنگ کو صاف کرنا ہے۔","156","floor-and-skirting-1695288778","1","2023-09-21 14:32:58","2023-09-21 14:32:58",\N
"160","فرش کو صاف کرنا ہے۔","فرش کو صاف کرنا ہے۔","169","frsh-ko-saf-krna-1695290316","1","2023-09-21 14:58:36","2023-09-21 14:58:36",\N
"161","Mat Washing","Mat washing","170","mat-washing-1695731073","1","2023-09-26 17:24:33","2023-09-26 17:24:33",\N
"162","Table Cleaning","Table Cleaning with Microfiber Cloth","171","table-cleaning-1696332399","1","2023-10-03 16:26:39","2023-10-03 16:26:39",\N
"163","Glasbewassing","Wassen met trekker en inwasser","173","glasbewassing-1698144402","1","2023-10-24 15:46:42","2023-10-24 15:46:42",\N
"164","Walls clean","Walls Clean","174","walls-clean-1699945482","1","2023-11-14 12:04:42","2023-11-14 12:04:42",\N
"165","Furniture clean","Furniture clean","175","furniture-clean-1699945503","1","2023-11-14 12:05:03","2023-11-14 12:05:03",\N
"166","clean chairs","clean all the chairs throoughly","181","clean-chairs-1700470930","1","2023-11-20 14:02:10","2023-11-20 14:02:10",\N
"167","clean with micro fiber cloth","clean with micro fiber cloth","73","clean-with-micro-fiber-cloth-1700562547","1","2023-11-21 15:29:07","2023-11-21 15:29:07",\N
"168","clean with micro fiber cloth","clean with micro fiber cloth","181","clean-with-micro-fiber-cloth-1700635932","1","2023-11-22 11:52:12","2023-11-22 11:52:12",\N
"169","Office Table Cleaning","Office Table Cleaning with Microfiber Cloth","182","office-table-cleaning-1700819191","1","2023-11-24 14:46:31","2023-11-24 14:46:31",\N
"170","Office Chair Cleaning","Office Chair Cleaning with Microfiber Cloth","183","office-chair-cleaning-1700819212","1","2023-11-24 14:46:52","2023-11-24 14:46:52",\N
"171","demo task","demo expo","60","demo-task-1710340188","1","2024-03-13 19:29:48","2024-03-13 19:29:48",\N
"172","Window deep cleaning","Clean windows using chemical/microfiber","73","window-deep-cleaning-1711125661","1","2024-03-22 21:41:01","2024-03-22 21:41:01",\N
"173","Deep cleaning windows","Use microfibre with chemical to clean windows","73","deep-cleaning-windows-1711455241","1","2024-03-26 17:14:01","2024-03-26 17:14:01",\N
"174","Wipe down chairs","Wipe down chairs with microfibre using chemicals","181","wipe-down-chairs-1711462122","1","2024-03-26 19:08:42","2024-03-26 19:08:42",\N
"175","Polish Door","polish the door","104","polish-door-1712564429","1","2024-04-08 13:20:29","2024-04-08 13:20:29",\N
"176","Window deep cleaning","deep clean windows","73","window-deep-cleaning-1714561878","1","2024-05-01 16:11:18","2024-05-01 16:11:18",\N
"177","Deep cleaning of the chairs","use chemicals to clean with microfibre","181","deep-cleaning-of-the-chairs-1714730751","1","2024-05-03 15:05:51","2024-05-03 15:05:51",\N
"178","wash with chemical  deep clean","wash with chemical  deep clean more better","187","wash-with-chemical-deep-clean-1716023971","1","2024-05-18 14:19:31","2024-05-18 14:19:31",\N
"179","clean with microfaber cloth","clean with microfaber cloth","188","clean-with-microfaber-cloth-1716385896","1","2024-05-22 18:51:36","2024-05-22 18:51:36",\N
"180","Clean Table","Clean the tables using microfiber","188","clean-table-1717073316","1","2024-05-30 17:48:36","2024-05-30 17:48:36",\N
"181","Clean Cladding","Water pressure","189","clean-table-1719481973","1","2024-06-27 14:52:53","2024-07-08 15:42:44",\N
"182","Clean Podium","Applicator and wiper","190","clean-chair-1719481994","1","2024-06-27 14:53:14","2024-07-08 15:43:15",\N
"183","Clean Facade Glass","Applicator and wiper","191","clean-car-1719482010","1","2024-06-27 14:53:30","2024-07-08 15:43:02",\N
"184","Clean Steel Structure","Water pressure","192","clean-steel-structure-1719903083","1","2024-07-02 11:51:23","2024-07-08 15:43:38",\N
"185","Clean Canopy","Applicator and wiper","193","clean-canopy-1719903104","1","2024-07-02 11:51:44","2024-07-08 15:44:29",\N
"186","Clean Catwalk","Water pressure","194","clean-curve-glass-1719903118","1","2024-07-02 11:51:58","2024-07-08 15:45:06",\N
"187","-","-","195","clean-catwalk-1719903135","1","2024-07-02 11:52:15","2024-07-11 15:51:06",\N
"188","Clean floor","Clean using chemicals","186","clean-floor-1722424184","1","2024-07-31 16:09:44","2024-07-31 16:09:44",\N
